Period,WaitingTime,Category
07:00-09:00,201.8333760586381,SWT
10:00-16:00,222.6886270465268,SWT
16:00-19:00,186.93817919012525,SWT
20:00-23:00,458.7203090231602,SWT
07:00-09:00,224.47395153643217,AWT
10:00-16:00,261.68396502971194,AWT
16:00-19:00,202.5808349287188,AWT
20:00-23:00,483.9680567333649,AWT
07:00-09:00,22.64057547779408,EWT
10:00-16:00,38.99533798318512,EWT
16:00-19:00,15.642655738593533,EWT
20:00-23:00,25.24774771020457,EWT
