LIGEN,VARIANT,FROM,TO,DISTANCE
082t,1,5725,5729,397.38893580250624
082t,1,5729,5726F,219.44309666086883
082t,2,5732F,5751,223.27132286843357
082t,2,5751,5753F,258.31631318649477
082t,2,5753F,5754,445.53217520504785
082t,2,5754,1258G,388.7204627026108
082t,2,1258G,5756F,291.227975645231
082t,2,5756F,2663G,292.4379797365525
082t,2,2663G,2669F,188.4525088140058
082t,2,2669F,2665F,522.0964657832124
082t,2,2665F,5152G,514.834157010579
082t,2,5152G,5161F,126.12342505236984
082t,2,5161F,2667F,339.38020226904837
082t,2,2667F,2668,227.8140581625994
082t,2,2668,5155,376.20551070006695
082t,2,5155,5151,368.78164355837725
082t,2,5151,5159F,468.90823697788437
082t,2,5159F,5757F,281.11174092964484
082t,2,5757F,2672F,380.54442749210375
082t,2,2672F,2670F,238.90140336993045
082t,2,2670F,2671F,371.8212912830668
082t,2,2671F,0636,361.77728815029695
082t,2,0636,6601,506.2344163711987
082t,2,6601,2401F,567.8949363881775
082t,2,2401F,6608G,302.842515194553
082t,2,6608G,3228F,411.66999439824394
082t,2,3228F,3226F,338.47072347592984
082t,2,3226F,3225F,287.1455666753045
082t,2,3225F,3230F,326.3341560732788
082t,2,3230F,6070,505.0427861538137
082t,2,6070,6071,447.8521496854828
082t,2,6071,4053G,390.3465743666511
082t,2,4053G,4054G,493.471506461683
082t,2,4054G,4055G,426.86908398651394
082t,2,4055G,4066F,388.0487134544546
082t,2,4066F,1310,304.6906976770224
082t,2,1310,4058F,381.2826794162356
082t,2,4058F,4059F,370.4527878053159
082t,2,4059F,4263F,274.43230606140605
083b,1,2845,2864,119.4164820584565
083b,1,2864,4062,365.46417185101285
083b,1,4062,2176,275.11264083170414
083b,1,2176,2158B,614.6948575620474
083b,1,2158B,2729,211.07473526665262
083b,1,2729,4156,232.58479211562076
083b,1,4156,4157,211.13025889012306
083b,1,4157,2160,305.0658132811641
083b,1,2160,9103,439.41080238547374
083b,1,9103,1065,670.5352661763245
083b,1,1065,1066,227.2904114875737
083b,1,1066,1067,192.07590627227137
083b,1,1067,1768,272.4706269312974
083b,1,1768,2801,483.72496970313114
083b,1,2801,2867,402.64225621361584
083b,1,2867,1467,636.9485780254527
083b,1,1467,9047,208.8057084230777
083b,1,9047,4259,371.76445745512683
083b,1,4259,2842,202.16519937448902
083b,1,2842,4072B,439.6311903881133
083b,1,4072B,4261,428.9712433505565
083b,1,4261,4268,327.22326020234505
083b,1,4268,6482,232.28742302078717
083b,1,6482,2740,342.8924691591528
083b,1,2740,2742,618.5305811366379
083b,1,2742,2745,606.373949250481
083b,1,2745,2747,581.8819176756169
083b,1,2747,2751,405.0607181648811
083b,1,2751,2813,516.8375390119672
083b,1,2813,2814,405.3160049799044
083b,1,2814,2815B,205.46900283799732
083b,1,2815B,2816,472.47258431692353
083b,1,2816,2817,338.8526502409313
083b,1,2817,2756,404.2731950293619
083b,1,2756,2365,515.4099384583169
083b,1,2365,2822,190.09985371206494
083b,2,2822,2758,400.1464255295622
083b,2,2758,2853,485.6258909723384
083b,2,2853,2854,326.32770001681547
083b,2,2854,2855,570.1515051219008
083b,2,2855,2856B,443.9352904466216
083b,2,2856B,2857B,283.77226277024056
083b,2,2857B,2755,533.236456500535
083b,2,2755,2749,580.2021830865251
083b,2,2749,2746,471.5898917195864
083b,2,2746,2743,766.9742620773636
083b,2,2743,2741,500.20186749344793
083b,2,2741,6481,413.50043128906054
083b,2,6481,4228,244.6812593796485
083b,2,4228,4205B,372.2419471104113
083b,2,4205B,4206B,224.48752051430984
083b,2,4206B,4207,201.33633531680152
083b,2,4207,1466,427.1867623708931
083b,2,1466,4251,314.9577329468884
083b,2,4251,2874,441.9942839617388
083b,2,2874,1746,796.2030732031963
083b,2,1746,1008,221.52317291283362
083b,2,1008,1009,190.95602405393038
083b,2,1009,1010,313.3906841268781
083b,2,1010,1747,502.6367382728895
083b,2,1747,2162,410.95970932547607
083b,2,2162,4106,337.2036532365928
083b,2,4106,4107,183.2790297324118
083b,2,4107,2730,207.45751767731053
083b,2,2730,2159B,298.4141411682813
083b,2,2159B,4162,580.0767179558425
083b,2,4162,4165,294.4217020890337
083b,2,4165,2845,390.26805330236857
086b,1,3234,3238,612.074513295534
086b,1,3238,3252,210.069338786245
086b,1,3252,3281,286.2479414408524
086b,1,3281,3282,343.97426184154733
086b,1,3282,3253,600.2215873501098
086b,1,3253,3257,308.1454320205171
086b,1,3257,4595,347.8438056122236
086b,1,4595,1242,389.33491151602857
086b,1,1242,6754,287.32268334209266
086b,1,6754,6755,278.17023982363935
086b,1,6755,4253,499.10663385995304
086b,1,4253,1351,871.7742245730888
086b,1,1351,1356,285.13624620248356
086b,1,1356,2305,340.47272366180187
086b,1,2305,4252,497.40090443516056
086b,1,4252,4258,604.55427387079
086b,1,4258,4266,423.999418444585
086b,1,4266,4127,197.7149573257184
086b,1,4127,2558,286.8569200714601
086b,2,2558,4267,483.4784061137219
086b,2,4267,4271,408.32861591844846
086b,2,4271,4217,538.6518165142481
086b,2,4217,2370,493.4969824805505
086b,2,2370,1348,452.89417337739246
086b,2,1348,1350,241.67929604436813
086b,2,1350,4213,836.4472120460605
086b,2,4213,4214,351.9836044992785
086b,2,4214,4074B,213.91617740500305
086b,2,4074B,6702,316.3775975320077
086b,2,6702,6706,368.94517681069283
086b,2,6706,4594,448.9326540890379
086b,2,4594,3225,244.47699904431374
086b,2,3225,3230,339.7228073496226
086b,2,3230,3231,578.8479556067068
086b,2,3231,3232,353.61323011026525
086b,2,3232,3233,271.1855472721236
086b,2,3233,3234,489.09377448319265
087b,1,1183,4152,362.3873424627893
087b,1,4152,1303,479.53955997103753
087b,1,1303,4153,457.8765839785424
087b,1,4153,4156,434.2021446552376
087b,1,4156,4157,211.13025889012306
087b,1,4157,4158,261.77986571469955
087b,1,4158,4163,273.5832989735891
087b,1,4163,4159,315.0317996341769
087b,1,4159,4160,379.7915410319524
087b,1,4160,4168,271.93870127821947
087b,1,4168,4169,283.65524151327463
087b,1,4169,4162,312.92051005627263
087b,1,4162,4165,294.42170208903553
087b,1,4165,2866,388.4739511400503
087b,1,2866,4002B,343.4131356405205
087b,1,4002B,1099,322.5376786130255
087b,1,1099,1116,694.444243772059
087b,1,1116,1102,363.2211872926564
087b,1,1102,4598,256.81379790300525
087b,1,4598,4599,348.8094948316666
087b,1,4599,4600,483.7497441130572
087b,1,4600,4601,450.68918340821256
087b,1,4601,4602,250.66241744243962
087b,1,4602,4658,341.06421144632804
087b,1,4658,4659,384.15063714797
087b,1,4659,3238,389.78128896539056
087b,1,3238,3252,210.06933878624295
087b,1,3252,3281,286.2479414408517
087b,1,3281,3282,343.97426184154756
087b,1,3282,4014,564.0528951247488
087b,2,4014,3231,568.2346644385748
087b,2,3231,3232,353.6132301102625
087b,2,3232,3233,271.1821507229979
087b,2,3233,3239,213.99263248055377
087b,2,3239,3235,354.6502725484429
087b,2,3235,3236,288.47438152303494
087b,2,3236,4653,398.9793562495206
087b,2,4653,4655,246.96826307091624
087b,2,4655,4656,455.00621364155995
087b,2,4656,4657,479.3677457034414
087b,2,4657,4661B,407.6410263170701
087b,2,4661B,1193,261.0366856986275
087b,2,1193,1195,314.2005932754555
087b,2,1195,1196,707.28906103604
087b,2,1196,4059,404.1919113996373
087b,2,4059,2864,280.16803649416306
087b,2,2864,4062,365.464171851012
087b,2,4062,4101,286.7810943964887
087b,2,4101,4109,427.88278313877436
087b,2,4109,4115,187.93510258273363
087b,2,4115,4103,262.13476559157334
087b,2,4103,4104,288.18621786310723
087b,2,4104,4112,390.54069952757527
087b,2,4112,4105,264.0550146855385
087b,2,4105,4106,276.5443898544472
087b,2,4106,4107,183.2790297324118
087b,2,4107,4110,494.10432354944896
087b,2,4110,2519,315.4712563177709
087b,2,2519,4116,648.1616345896182
087b,2,4116,1112,310.5620909086738
088b,1,2828,2830,258.0702271691849
088b,1,2830,1030,976.6471824068692
088b,1,1030,1052,237.16430593776863
088b,1,1052,1051,332.71762783644294
088b,1,1051,1356,421.7571556459618
088b,1,1356,2305,340.47272366180414
088b,1,2305,4252,497.4009044351592
088b,1,4252,4258,604.5542738707904
088b,1,4258,4266,423.99941844458453
088b,1,4266,4127,197.71495732571793
088b,1,4127,2554,307.3669119653832
088b,1,2554,2170,359.30957298263456
088b,1,2170,2863,231.9691000515304
088b,1,2863,6173,519.1138630115238
088b,1,6173,5295,448.19069845744525
088b,1,5295,2859,333.7935744360766
088b,1,2859,2877,309.0997099932747
088b,1,2877,6869,488.94438092246764
088b,1,6869,2871,331.819025348158
088b,1,2871,2873,273.65188044728984
088b,1,2873,1467,474.2728525197781
088b,1,1467,2164,509.46437085102116
088b,1,2164,2850,557.3364266927783
088b,1,2850,1328,486.1340851808527
088b,1,1328,1721,471.57780625362284
088b,1,1721,1722,413.86231942667837
088b,1,1722,1727,224.26711560618605
088b,2,1732,1743,324.40054358587236
088b,2,1743,1744,370.0230197793213
088b,2,1744,1334,623.1160792759048
088b,2,1334,2849,446.43310260304565
088b,2,2849,2163,511.1195971496595
088b,2,2163,1466,479.49111588546475
088b,2,1466,4251,314.9577329468889
088b,2,4251,2803,297.1484082518041
088b,2,2803,6800,390.09626204307597
088b,2,6800,2805,417.6939845811198
088b,2,2805,1788,416.6036675228215
088b,2,1788,2807,511.3584129733799
088b,2,2807,2808,450.2009262002084
088b,2,2808,2171,231.2174401168313
088b,2,2171,2547,404.45000778201575
088b,2,2547,4125,216.6324306373026
088b,2,4125,4267,262.078985871407
088b,2,4267,4271,408.3286159184481
088b,2,4271,4217,538.6518165142479
088b,2,4217,2370,493.49698248054847
088b,2,2370,1349,446.94581290914266
088b,2,1349,1016,356.17926724597964
088b,2,1016,1024,350.04283801247584
088b,2,1024,1083,265.73586860191244
088b,2,1083,1904,625.4589752412703
088b,2,1904,2838,662.7261428244638
089b,1,1203,2648,278.33178030294357
089b,1,2648,1204,177.55084319851665
089b,1,1204,1205,619.702879989578
089b,1,1205,1206,356.2074015020628
089b,1,1206,1207,354.5286408257434
089b,1,1207,2748,435.209147198055
089b,1,2748,2754,397.9388301888407
089b,1,2754,2776,374.89232291533926
089b,1,2776,2784,535.4263238247995
089b,1,2784,2782,468.85342581115856
089b,1,2782,1178,526.5874197178691
089b,1,1178,4595,661.6619691756014
089b,1,4595,6648,318.84409192530984
089b,1,6648,3259B,359.7078553397023
089b,1,3259B,3260,405.0106919100608
089b,1,3260,3261,285.42252527505207
089b,1,3261,1894,372.73982752597476
089b,1,1894,1820,286.7155002539139
089b,1,1820,2296,454.271780046769
089b,1,2296,3347,413.8580000189286
089b,2,3347,2301,380.2259990306965
089b,2,2301,2595,280.79047374113924
089b,2,2595,2303,383.9196289082912
089b,2,2303,3320B,280.24330240040126
089b,2,3320B,3221,269.62390164926364
089b,2,3221,3222,296.5158952599513
089b,2,3222,3223B,371.782706997594
089b,2,3223B,3228,358.71810912229057
089b,2,3228,4594,459.39928176878766
089b,2,4594,1117,620.5175535877647
089b,2,1117,2781,580.9441131791386
089b,2,2781,2783,405.02112519380535
089b,2,2783,2779,603.1669335822016
089b,2,2779,2768,377.99523580584446
089b,2,2768,2750,524.3632924413932
089b,2,2750,1257,296.19098150752234
089b,2,1257,2536,394.511005931784
089b,2,2536,1259,609.2822025254354
089b,2,1259,1260,476.94175302255644
089b,2,1260,1261,447.9995941794359
092t,1,5315,6461F,519.6225552134506
092t,1,6461F,5710F,225.32861810537293
092t,1,5710F,6302,403.9444485398493
092t,1,6302,6303,252.69554463153395
092t,1,6303,6304,286.53465455768355
092t,1,6304,6416F,467.75561809867554
092t,1,6416F,6412F,331.1429615515335
092t,1,6412F,6014,264.0564030514306
092t,1,6014,6437F,284.0037535051151
092t,1,6437F,6308F,345.08387983805096
092t,1,6308F,6309F,401.2945558010847
092t,1,6309F,6310F,386.42104595817773
092t,1,6310F,6311,325.3185543456066
092t,1,6311,6312,183.27710185292926
092t,1,6312,6313,455.4572385319125
092t,1,6313,6314,194.83985710036268
092t,1,6314,5016F,303.40365815364476
092t,1,5016F,5018F,432.238254015253
092t,1,5018F,6428F,424.2047799356242
092t,1,6428F,5020,400.27819895183984
092t,1,5020,5021,495.76516183479
092t,1,5021,5022,290.59033244114744
092t,1,5022,6423F,335.9427293829085
092t,1,6423F,5024,372.88554707140065
092t,1,5024,5025,379.0024016008774
092t,1,5025,5026,399.6175456285382
092t,1,5026,2764G,294.1765552804445
092t,1,2764G,2765,362.4572458955972
092t,1,2765,5027,469.95703264690565
092t,1,5027,5028,268.7197012968718
092t,1,5028,5029,385.48035420011547
092t,1,5029,6931H,318.96374256538365
092t,1,6931H,5031F,380.8177425096819
092t,1,5031F,5032G,360.8836334579828
092t,1,5032G,6934F,612.6388753884839
092t,2,6934F,5053G,462.0297782939037
092t,2,5053G,5054F,370.9207555887222
092t,2,5054F,6956H,389.20840910369304
092t,2,6956H,5056,361.64727693001714
092t,2,5056,5057,280.10056825904485
092t,2,5057,2708G,507.29263484948865
092t,2,2708G,2709F,281.14952823324757
092t,2,2709F,2710G,408.2816180566988
092t,2,2710G,5058F,246.71694546859635
092t,2,5058F,5059,469.7314048319695
092t,2,5059,5060,391.7278695761588
092t,2,5060,6420G,417.6812893617798
092t,2,6420G,5062,263.691742812498
092t,2,5062,5063,291.1726401911101
092t,2,5063,5064,424.8681009712591
092t,2,5064,6430F,413.9583272436357
092t,2,6430F,5066F,443.032172391293
092t,2,5066F,5068F,398.1414924887131
092t,2,5068F,6361,303.99435266989167
092t,2,6361,6352,193.9386135281511
092t,2,6352,6353F,354.45085707902945
092t,2,6353F,6354,286.83819926709475
092t,2,6354,6355F,326.86240394167726
092t,2,6355F,6356F,317.1732366892538
092t,2,6356F,6357F,468.34038797003996
092t,2,6357F,6434F,353.09319554298963
092t,2,6434F,6359F,276.259262044503
092t,2,6359F,6409F,389.15898111383285
092t,2,6409F,6418F,210.44124696198742
092t,2,6418F,6363,455.40387707572336
092t,2,6363,6364,300.31238405617114
092t,2,6364,6365,276.0864461441488
092t,2,6365,5766,339.10507818733277
092t,2,5766,6459F,244.7198299587144
092t,2,6459F,5320,723.6344391296789
093t,1,5400,5402,450.7936060616228
093t,1,5402,5399F,421.06352873332696
093t,1,5399F,5403,408.9913222984263
093t,1,5403,5010,515.4236535179766
093t,1,5010,6501,406.53536174019473
093t,1,6501,6505,243.99067908943925
093t,1,6505,6504,276.1509880158583
093t,1,6504,4119F,444.6931949204268
093t,1,4119F,6100,242.98291867906892
093t,1,6100,6122,201.77100249831892
093t,1,6122,2878F,603.3432776980271
093t,1,2878F,2543F,356.674592324217
093t,1,2543F,6178,195.47334840846997
093t,1,6178,2720F,579.809124695129
093t,1,2720F,6012G,371.58208806389393
093t,1,6012G,6412F,366.85414461117125
093t,1,6412F,6014,264.0564030514297
093t,1,6014,6437F,284.00375350511604
093t,1,6437F,6308F,345.08387983805005
093t,1,6308F,6309F,401.29455580108424
093t,1,6309F,6310F,386.4210459581782
093t,1,6310F,6311,325.3185543456066
093t,1,6311,6312,183.27710185292926
093t,1,6312,6313,455.45723853190793
093t,1,6313,6314,194.83985710036177
093t,1,6314,5405,351.19937820100495
093t,1,5405,5406,582.1967503608557
093t,1,5406,5404,233.84076602448476
093t,1,5404,5408,512.3000674768537
093t,1,5408,5409,496.48578968253787
093t,1,5409,1047F,339.6710893964755
093t,2,1059,5466,359.7179580899432
093t,2,5466,5467,541.7487131516014
093t,2,5467,5475,467.93838929390597
093t,2,5475,5469,236.60558885014098
093t,2,5469,5470,500.793330851101
093t,2,5470,6361,353.798501681209
093t,2,6361,6352,193.9386135281502
093t,2,6352,6353F,354.4508570790276
093t,2,6353F,6354,286.8381992670961
093t,2,6354,6355F,326.86240394167544
093t,2,6355F,6356F,317.1732366892543
093t,2,6356F,6357F,468.3403879700395
093t,2,6357F,6434F,353.09319554299327
093t,2,6434F,6359F,276.2592620445066
093t,2,6359F,6413F,390.64106954846466
093t,2,6413F,6066G,233.00108685635496
093t,2,6066G,2726F,412.7174860587256
093t,2,2726F,6179,483.8780996954911
093t,2,6179,2537F,270.4235277752414
093t,2,2537F,2879F,346.4932686986731
093t,2,2879F,6174F,509.52565160022186
093t,2,6174F,6171,317.0402653641013
093t,2,6171,4118F,232.32293706617656
093t,2,4118F,6172,367.9757160663139
093t,2,6172,6552,339.24826335398757
093t,2,6552,6553,240.75905494429026
093t,2,6553,5081F,423.5135956542472
093t,2,5081F,5471,460.5666050021664
093t,2,5471,5398F,425.30096224683075
093t,2,5398F,5472,401.69412201612977
093t,2,5472,5474,466.1920561248553
095b,1,2278,2268,233.8455980071548
095b,1,2268,1703,210.8304876052928
095b,1,1703,1128,256.4442028433031
095b,1,1128,6354B,271.2360559537575
095b,1,6354B,6433,833.756398526868
095b,1,6433,1729,166.63755337752423
095b,1,1729,1233,263.1812849629987
095b,1,1233,1906,532.4484740228595
095b,1,1906,1909,320.5380219157696
095b,1,1909,4303,431.526097623796
095b,1,4303,4304,374.5138874742338
095b,1,4304,4305,443.0668860354026
095b,1,4305,4306,354.16203189844146
095b,1,4306,4307,496.6614048477095
095b,1,4307,3558,269.64600275561224
095b,1,3558,4308,620.2281550785037
095b,1,4308,4309,330.0846011971407
095b,1,4309,4310,518.3282138483464
095b,1,4310,4311,557.5795904822116
095b,1,4311,1453,369.3033855002186
095b,1,1453,4313,199.7643331843019
095b,1,4313,4314,494.15971959645776
095b,1,4314,4315,290.92631234681903
095b,1,4315,4318,377.8754411253685
095b,2,4351,4348,476.6642579323433
095b,2,4348,4355,423.003098327154
095b,2,4355,1455,280.7103338009754
095b,2,1455,4357,328.97288658469665
095b,2,4357,4358,582.3596208901529
095b,2,4358,4359,533.5513375603946
095b,2,4359,4360,363.1813454352955
095b,2,4360,3514,511.91515747130506
095b,2,3514,4362,235.8897569073224
095b,2,4362,4363,562.8692428372301
095b,2,4363,4364,348.4568657744894
095b,2,4364,4365,450.9152512090932
095b,2,4365,4366,245.05544420841943
095b,2,4366,1981,555.9508231338932
095b,2,1981,1983,454.9653549461227
095b,2,1983,4367B,258.50882675196044
095b,2,4367B,1776,407.37412311151
095b,2,1776,6432,217.49392443492707
095b,2,6432,1124,193.03617262185708
095b,2,1124,1165,650.3573508598693
095b,2,1165,3630,421.15179269994496
095b,2,3630,1781,428.1033562327357
095b,2,1781,2392,302.172922645128
095b,2,2392,2278,440.6698317415321
097t,1,6314,5016F,303.349494077659
097t,1,5016F,5018F,432.23825401525136
097t,1,5018F,6428F,424.20477993562474
097t,1,6428F,6162,320.16391942678365
097t,1,6162,6078,283.4018045321841
097t,1,6078,2336G,320.1649399423975
097t,1,2336G,2334F,147.9482672977697
097t,1,2334F,2404F,381.8441311862698
097t,1,2404F,5115F,244.5696113746917
097t,1,5115F,5116,392.2866128338601
097t,1,5116,5123,316.8616892639311
097t,1,5123,5120,458.60337335603845
097t,1,5120,5119,268.90053139831343
097t,1,5119,2603,395.08965655134125
097t,1,2603,2604F,195.33515812927362
097t,1,2604F,5121F,276.0655663511825
097t,1,5121F,5719H,257.4832519319334
097t,1,5719H,5720F,467.142282836131
097t,1,5720F,2608F,555.189831759877
097t,1,2608F,5721G,175.14387738227379
097t,1,5721G,5722F,276.54766755808123
097t,1,5722F,5723G,307.33064721623487
097t,1,5723G,5916F,240.66722691053292
097t,1,5916F,5917F,387.02939296905697
097t,1,5917F,1985G,729.4759534709256
097t,1,1985G,2764G,361.3581717181296
097t,1,2764G,2765,362.4572458955972
097t,1,2765,9972F,395.12206096005684
097t,2,2708G,2709F,281.1091407580405
097t,2,2709F,2710G,406.5495512345689
097t,2,2710G,1984G,295.6306186747464
097t,2,1984G,5952F,723.1822509140137
097t,2,5952F,5953F,385.8049474674201
097t,2,5953F,1258G,254.3319264503407
097t,2,1258G,5756F,291.2279756452308
097t,2,5756F,2663G,292.43797973655273
097t,2,2663G,2669F,188.45250881400534
097t,2,2669F,2665F,522.0964657832119
097t,2,2665F,5152G,514.8341570105799
097t,2,5152G,5161F,126.12342505236938
097t,2,5161F,2667F,339.38020226904973
097t,2,2667F,2668,227.8140581625994
097t,2,2668,5155,376.2055107000697
097t,2,5155,5151,368.78164355837635
097t,2,5151,5175,464.6593719970988
097t,2,5175,5158,263.0062231136235
097t,2,5158,2462F,347.38099975914065
097t,2,2462F,2463F,238.02173148473594
097t,2,2463F,2333F,387.02779766549975
097t,2,2333F,6077F,353.15047252731983
097t,2,6077F,6109,276.21249866207654
097t,2,6109,6427F,319.0149602611091
097t,2,6427F,6430F,86.92498798382076
097t,2,6430F,5066F,443.03217239129117
097t,2,5066F,5068F,398.14149248871036
097t,2,5068F,6361,303.99435266989167
098b,1,2384,3810,2718.647171852101
098b,1,3810,3814,405.84090428703485
098b,1,3814,5963,802.3904771022385
098b,1,5963,9649B,1159.2691844858123
098b,1,9649B,2660,783.7453931773571
098b,1,2660,5923,564.2247616481427
098b,1,5923,5921B,373.560384642341
098b,1,5921B,5916,243.8417881734331
098b,1,5916,5917,386.52050409790536
098b,1,5917,1985B,705.2483427229636
098b,1,1985B,5058,492.06155410202336
098b,1,5058,1951,105.77738811150266
098b,2,1951,1984B,517.2993871944584
098b,2,1984B,5952,748.7278059915266
098b,2,5952,5953,385.89198150829475
098b,2,5953,5920C,242.74503268202648
098b,2,5920C,5922,578.4305419643017
098b,2,5922,2610,231.967690395511
098b,2,2610,9686B,884.8448125063633
098b,2,9686B,5964,1166.4846389807499
098b,2,5964,3815,791.5016307804435
098b,2,3815,3851,319.521793846734
098b,2,3851,2382,2281.1020688769795
204b,1,6447,2301,471.63692173804327
204b,1,2301,2595,280.79047374113935
204b,1,2595,2303,383.9196289082911
204b,1,2303,2212,331.5867548548904
204b,1,2212,2578,428.835655754654
204b,1,2578,1063,493.92011829521243
204b,1,1063,1376B,482.7930120481901
204b,1,1376B,1128,260.8608953279695
204b,1,1128,1129,251.77478902255052
204b,1,1129,6355,336.2312859004578
204b,1,6355,6356,326.1370695396681
204b,1,6356,6357,475.46131346214406
204b,1,6357,6435,339.5116976383397
204b,1,6435,6359,274.44685385133107
204b,1,6359,6410,266.85606061890394
204b,1,6410,6418,348.3507083231816
204b,1,6418,6203,473.04668109221893
204b,1,6203,6210,520.9304428196747
204b,1,6210,6214,610.6709007661275
204b,1,6214,2249,391.5470973065385
204b,1,2249,3761,493.8739847368379
204b,1,3761,3762,259.37562227886156
204b,1,3762,3763,327.8556064807526
204b,1,3763,3766,328.5313002600542
204b,1,3766,3460,338.29915240143055
204b,1,3460,3272,310.51602130507126
204b,1,3272,3273,216.95674393359877
204b,1,3273,3274,415.4998908261896
204b,1,3274,3285,269.35720716061223
204b,1,3285,3401,479.03419062729336
204b,2,3401,3210B,287.5254325387948
204b,2,3210B,1535,401.93907434666085
204b,2,1535,3402,212.10859844135553
204b,2,3402,3240,401.5957425218862
204b,2,3240,3704,361.4739451524581
204b,2,3704,3705,296.5269987021277
204b,2,3705,5308,495.7622813945093
204b,2,5308,2248,253.88219924728674
204b,2,2248,3298,492.855809245651
204b,2,3298,3299,479.1942848555577
204b,2,3299,3309,509.1562799918361
204b,2,3309,6416,550.3313110137442
204b,2,6416,6411,326.9832132134925
204b,2,6411,5735,257.8405855897854
204b,2,5735,6438,258.30500120799843
204b,2,6438,6308,383.6640855242176
204b,2,6308,3062,446.66268027427213
204b,2,3062,6442,159.00245791752968
204b,2,6442,6447,186.58758172442958
205b,1,6447,2301,471.63692173804327
205b,1,2301,2595,280.79047374113935
205b,1,2595,2303,383.9196289082911
205b,1,2303,2212,331.5867548548904
205b,1,2212,2578,428.835655754654
205b,1,2578,1063,493.92011829521243
205b,1,1063,1376B,482.7930120481901
205b,1,1376B,1128,260.8608953279695
205b,1,1128,1129,251.77478902255052
205b,1,1129,6355,336.2312859004578
205b,1,6355,6356,326.1500408657789
205b,1,6356,3353,194.65957764948735
205b,1,3353,3354,307.48406546133265
205b,1,3354,1508,147.50976599202295
205b,1,1508,1509,327.4427056379909
205b,1,1509,1510,226.5220695985936
205b,1,1510,1273,603.715879749142
205b,1,1273,1402B,304.1301595667601
205b,1,1402B,1419,396.5765354537234
205b,1,1419,1403,168.45315732502058
205b,1,1403,3251,363.22286493417414
205b,1,3251,1516,254.7239592629885
205b,1,1516,6451,232.20815338351804
205b,1,6451,1518,456.291079813991
205b,1,1518,1519,429.42737838518315
205b,1,1519,1520,319.0576683102918
205b,1,1520,1521,191.4778231930668
205b,1,1521,1522,352.7963294991441
205b,1,1522,3899,268.8103155616973
205b,1,3899,1529,325.3412749939471
205b,1,1529,1386,284.258916502984
205b,1,1386,1584,562.7033239827615
205b,1,1584,1585,365.2448760612024
205b,1,1585,1586,575.3862080508734
205b,1,1586,1587,246.1804025246929
205b,2,1587,1639,526.1272156235474
205b,2,1639,1640B,499.5874782561681
205b,2,1640B,1641,329.238845558021
205b,2,1641,1382,628.1310979917318
205b,2,1382,1578,410.75505484332575
205b,2,1578,3910,302.62420973319377
205b,2,3910,1557,302.6263475980054
205b,2,1557,1558,308.7958760914912
205b,2,1558,1559,274.5277780662809
205b,2,1559,1560,136.07838473932588
205b,2,1560,1561,423.9370613491592
205b,2,1561,6454,544.5150085691794
205b,2,6454,1563,229.96389227327927
205b,2,1563,3216,252.03150016966538
205b,2,3216,3707,342.6991987325655
205b,2,3707,3217,338.63215377431334
205b,2,3217,3218,273.1461155824827
205b,2,3218,2920,298.339017768335
205b,2,2920,3219,197.26711479955065
205b,2,3219,1569B,321.5805464465566
205b,2,1569B,1570,234.18565924517952
205b,2,1570,1571,325.91939190199537
205b,2,1571,3358,291.1436637127881
205b,2,3358,3359,314.8678361178827
205b,2,3359,3062,180.60090205904817
205b,2,3062,6442,159.00245791752968
205b,2,6442,6447,186.58758172442867
206b,1,6447,2301,471.63692173804327
206b,1,2301,2595,280.79047374113935
206b,1,2595,2303,383.9196289082911
206b,1,2303,2212,331.5867548548904
206b,1,2212,2578,428.835655754654
206b,1,2578,1063,493.92011829521243
206b,1,1063,1376B,482.7930120481901
206b,1,1376B,1128,260.8608953279695
206b,1,1128,1726,792.8201467398612
206b,1,1726,4952,595.6755734141875
206b,1,4952,2681,209.2559092101901
206b,1,2681,3620B,373.50407884150627
206b,1,3620B,1706,385.42256515112786
206b,1,1706,1728,333.0985713808077
206b,1,1728,3160,299.0929257806356
206b,1,3160,3158B,232.50904551842723
206b,1,3158B,1416,259.0652750562831
206b,1,1416,1548B,249.938520825428
206b,1,1548B,1134,399.8619537327886
206b,1,1134,1135,455.11242205203143
206b,1,1135,1136,446.4107518356068
206b,1,1136,2283,737.9078375682993
206b,1,2283,1544,363.74980188397967
206b,1,1544,1545,561.3986310064647
206b,1,1545,1546,469.60521164667443
206b,1,1546,1500,1153.221848295063
206b,2,1500,1859,300.93138436700036
206b,2,1859,1874,624.0636945244567
206b,2,1874,1875,392.76178230812775
206b,2,1875,2287,739.3332035865665
206b,2,2287,1156,576.9802393315799
206b,2,1156,1157,459.4903525872123
206b,2,1157,1158,482.44982845267214
206b,2,1158,1417B,191.20084746806424
206b,2,1417B,3399,268.5720782496478
206b,2,3399,1271B,252.22964204055825
206b,2,1271B,3921,444.8816547370716
206b,2,3921,1769,505.912093104359
206b,2,1769,1983,315.5446768323927
206b,2,1983,3623B,231.7827221854659
206b,2,3623B,2682,272.40551374265124
206b,2,2682,2177,1002.3753167591112
206b,2,2177,6353,515.9159834670991
206b,2,6353,3567,570.4605322055313
206b,2,3567,6447,541.8437988460691
208b,1,6443,2301,509.3549192011403
208b,1,2301,2595,280.79047374113935
208b,1,2595,2303,383.9196289082912
208b,1,2303,2212,331.5867548548904
208b,1,2212,2578,428.835655754654
208b,1,2578,1063,493.92011829521243
208b,1,1063,1376B,482.7930120481901
208b,1,1376B,1128,260.8608953279695
